0-1 , PLN/MWh , 111.57 , MWh , 3 465.80 , 
15-16 , PLN/MWh , 167.50 , MWh , 2 183.70 , 
16-17 , PLN/MWh , 167.23 , MWh , 2 373.30 , 
17-18 , PLN/MWh , 174.41 , MWh , 2 414.80 , 
18-19 , PLN/MWh , 180.81 , MWh , 2 437.20 , 
19-20 , PLN/MWh , 191.69 , MWh , 2 261.40 , 
20-21 , PLN/MWh , 195.66 , MWh , 2 041.90 , 
21-22 , PLN/MWh , 178.15 , MWh , 2 273.30 , 
22-23 , PLN/MWh , 151.81 , MWh , 2 188.40 , 
23-24 , PLN/MWh , 137.74 , MWh , 2 551.50 , 
0-1 , PLN/MWh , 133.51 , MWh , 1 977.50 , 
1-2 , PLN/MWh , 130.75 , MWh , 2 162.70 , 
2-3 , PLN/MWh , 128.87 , MWh , 2 009.20 , 
3-4 , PLN/MWh , 126.93 , MWh , 2 256.60 , 
4-5 , PLN/MWh , 127.95 , MWh , 2 219.50 , 
5-6 , PLN/MWh , 132.20 , MWh , 2 285.80 , 
6-7 , PLN/MWh , 140.10 , MWh , 2 676.60 , 
7-8 , PLN/MWh , 166.94 , MWh , 2 309.70 , 
8-9 , PLN/MWh , 194.08 , MWh , 2 028.00 , 
9-10 , PLN/MWh , 217.42 , MWh , 2 051.00 , 
10-11 , PLN/MWh , 213.74 , MWh , 2 161.80 , 
11-12 , PLN/MWh , 239.18 , MWh , 2 217.10 , 
12-13 , PLN/MWh , 243.92 , MWh , 2 056.10 , 
13-14 , PLN/MWh , 255.67 , MWh , 2 035.70 , 
14-15 , PLN/MWh , 234.80 , MWh , 2 244.50 , 
15-16 , PLN/MWh , 190.16 , MWh , 1 850.80 , 
16-17 , PLN/MWh , 180.11 , MWh , 1 719.00 , 
17-18 , PLN/MWh , 182.24 , MWh , 1 650.30 , 
18-19 , PLN/MWh , 190.87 , MWh , 1 844.30 , 
19-20 , PLN/MWh , 202.52 , MWh , 1 666.40 , 
20-21 , PLN/MWh , 253.99 , MWh , 2 299.30 , 
21-22 , PLN/MWh , 196.79 , MWh , 1 991.50 , 
22-23 , PLN/MWh , 155.05 , MWh , 3 147.60 , 
23-24 , PLN/MWh , 162.33 , MWh , 2 542.20 , 
0-1 , PLN/MWh , 136.34 , MWh , 2 702.00 , 
1-2 , PLN/MWh , 135.61 , MWh , 2 416.10 , 
2-3 , PLN/MWh , 133.91 , MWh , 2 264.60 , 
3-4 , PLN/MWh , 135.50 , MWh , 2 803.60 , 
4-5 , PLN/MWh , 136.76 , MWh , 2 191.40 , 
5-6 , PLN/MWh , 137.36 , MWh , 2 327.20 , 
6-7 , PLN/MWh , 152.86 , MWh , 2 385.30 , 
7-8 , PLN/MWh , 188.88 , MWh , 1 934.30 , 
8-9 , PLN/MWh , 208.04 , MWh , 1 910.50 , 
9-10 , PLN/MWh , 239.28 , MWh , 2 155.00 , 
10-11 , PLN/MWh , 265.65 , MWh , 2 284.40 , 
11-12 , PLN/MWh , 351.26 , MWh , 2 447.80 , 
12-13 , PLN/MWh , 349.76 , MWh , 2 401.50 , 
13-14 , PLN/MWh , 297.05 , MWh , 2 635.00 , 
14-15 , PLN/MWh , 222.01 , MWh , 2 845.40 , 
15-16 , PLN/MWh , 200.15 , MWh , 2 730.00 , 
16-17 , PLN/MWh , 199.25 , MWh , 2 265.40 , 
17-18 , PLN/MWh , 193.45 , MWh , 2 113.90 , 
18-19 , PLN/MWh , 191.35 , MWh , 2 166.40 , 
19-20 , PLN/MWh , 199.96 , MWh , 2 556.70 , 
20-21 , PLN/MWh , 188.96 , MWh , 3 032.50 , 
21-22 , PLN/MWh , 171.95 , MWh , 3 087.40 , 
22-23 , PLN/MWh , 142.40 , MWh , 2 773.20 , 
23-24 , PLN/MWh , 137.51 , MWh , 2 566.30 , 
0-1 , PLN/MWh , 132.38 , MWh , 1 922.40 , 
1-2 , PLN/MWh , 126.15 , MWh , 1 950.60 , 
2-3 , PLN/MWh , 122.86 , MWh , 2 303.60 , 
3-4 , PLN/MWh , 122.65 , MWh , 2 409.90 , 
4-5 , PLN/MWh , 122.50 , MWh , 2 807.50 , 
5-6 , PLN/MWh , 125.11 , MWh , 2 714.80 , 
6-7 , PLN/MWh , 137.61 , MWh , 2 105.10 , 
7-8 , PLN/MWh , 151.01 , MWh , 3 231.50 , 
8-9 , PLN/MWh , 164.49 , MWh , 2 797.50 , 
9-10 , PLN/MWh , 170.03 , MWh , 2 999.60 , 
10-11 , PLN/MWh , 167.28 , MWh , 3 155.10 , 
11-12 , PLN/MWh , 172.52 , MWh , 2 917.60 , 
12-13 , PLN/MWh , 172.88 , MWh , 2 862.40 , 
13-14 , PLN/MWh , 172.13 , MWh , 2 731.60 , 
14-15 , PLN/MWh , 168.33 , MWh , 2 699.90 , 
15-16 , PLN/MWh , 167.60 , MWh , 2 595.10 , 
16-17 , PLN/MWh , 164.18 , MWh , 2 861.20 , 
17-18 , PLN/MWh , 167.24 , MWh , 2 680.90 , 
18-19 , PLN/MWh , 175.51 , MWh , 2 475.10 , 
19-20 , PLN/MWh , 179.57 , MWh , 1 948.60 , 
20-21 , PLN/MWh , 189.11 , MWh , 2 260.40 , 
21-22 , PLN/MWh , 169.19 , MWh , 1 873.50 , 
22-23 , PLN/MWh , 152.72 , MWh , 3 106.60 , 
23-24 , PLN/MWh , 138.79 , MWh , 2 411.80 , 
0-1 , PLN/MWh , 134.93 , MWh , 2 063.50 , 
1-2 , PLN/MWh , 133.82 , MWh , 1 548.20 , 
2-3 , PLN/MWh , 129.75 , MWh , 1 592.50 , 
3-4 , PLN/MWh , 131.26 , MWh , 1 528.60 , 
4-5 , PLN/MWh , 133.74 , MWh , 1 486.00 , 
5-6 , PLN/MWh , 134.52 , MWh , 1 693.70 , 
6-7 , PLN/MWh , 142.17 , MWh , 2 150.60 , 
7-8 , PLN/MWh , 169.31 , MWh , 2 154.20 , 
8-9 , PLN/MWh , 198.21 , MWh , 1 828.80 , 
9-10 , PLN/MWh , 212.44 , MWh , 1 953.00 , 
10-11 , PLN/MWh , 199.52 , MWh , 1 859.90 , 
11-12 , PLN/MWh , 211.74 , MWh , 2 017.10 , 
12-13 , PLN/MWh , 200.05 , MWh , 1 937.30 , 
13-14 , PLN/MWh , 176.47 , MWh , 2 404.00 , 
14-15 , PLN/MWh , 166.73 , MWh , 2 671.10 , 
15-16 , PLN/MWh , 162.83 , MWh , 2 949.50 , 
16-17 , PLN/MWh , 161.82 , MWh , 2 910.30 , 
17-18 , PLN/MWh , 162.01 , MWh , 2 884.60 , 
18-19 , PLN/MWh , 164.05 , MWh , 2 937.50 , 
19-20 , PLN/MWh , 182.09 , MWh , 2 693.40 , 
20-21 , PLN/MWh , 180.35 , MWh , 2 905.10 , 
21-22 , PLN/MWh , 156.67 , MWh , 3 226.60 , 
22-23 , PLN/MWh , 137.60 , MWh , 2 580.50 , 
23-24 , PLN/MWh , 136.19 , MWh , 1 839.90 , 
0-1 , PLN/MWh , 128.56 , MWh , 1 865.40 , 
1-2 , PLN/MWh , 126.31 , MWh , 1 874.50 , 
2-3 , PLN/MWh , 124.58 , MWh , 2 016.10 , 
3-4 , PLN/MWh , 122.35 , MWh , 2 084.40 , 
4-5 , PLN/MWh , 122.23 , MWh , 2 079.70 , 
5-6 , PLN/MWh , 122.35 , MWh , 2 099.10 , 
6-7 , PLN/MWh , 128.63 , MWh , 1 768.40 , 
7-8 , PLN/MWh , 134.85 , MWh , 2 154.70 , 
8-9 , PLN/MWh , 145.52 , MWh , 2 511.80 , 
9-10 , PLN/MWh , 155.27 , MWh , 2 213.00 , 
10-11 , PLN/MWh , 157.42 , MWh , 2 490.40 , 
11-12 , PLN/MWh , 164.93 , MWh , 2 425.00 , 
12-13 , PLN/MWh , 154.90 , MWh , 2 316.10 , 
13-14 , PLN/MWh , 146.92 , MWh , 2 715.90 , 
14-15 , PLN/MWh , 146.22 , MWh , 2 753.60 , 
15-16 , PLN/MWh , 142.98 , MWh , 2 674.20 , 
16-17 , PLN/MWh , 143.11 , MWh , 2 814.70 , 
17-18 , PLN/MWh , 150.47 , MWh , 2 363.30 , 
18-19 , PLN/MWh , 154.58 , MWh , 2 469.80 , 
19-20 , PLN/MWh , 163.81 , MWh , 2 677.00 , 
20-21 , PLN/MWh , 167.35 , MWh , 2 544.90 , 
21-22 , PLN/MWh , 153.24 , MWh , 2 870.90 , 
22-23 , PLN/MWh , 143.79 , MWh , 2 302.20 , 
23-24 , PLN/MWh , 133.33 , MWh , 2 489.90 , 
0-1 , PLN/MWh , 131.98 , MWh , 1 843.50 , 
1-2 , PLN/MWh , 126.61 , MWh , 1 649.00 , 
2-3 , PLN/MWh , 125.01 , MWh , 1 719.90 , 
3-4 , PLN/MWh , 124.34 , MWh , 1 786.80 , 
4-5 , PLN/MWh , 122.68 , MWh , 1 744.60 , 
5-6 , PLN/MWh , 120.61 , MWh , 1 651.40 , 
6-7 , PLN/MWh , 123.30 , MWh , 1 718.60 , 
7-8 , PLN/MWh , 129.39 , MWh , 2 254.70 , 
8-9 , PLN/MWh , 132.29 , MWh , 2 276.20 , 
9-10 , PLN/MWh , 142.07 , MWh , 2 279.50 , 
10-11 , PLN/MWh , 148.70 , MWh , 2 700.20 , 
11-12 , PLN/MWh , 149.24 , MWh , 2 926.10 , 
12-13 , PLN/MWh , 147.31 , MWh , 2 564.30 , 
13-14 , PLN/MWh , 144.54 , MWh , 2 548.40 , 
14-15 , PLN/MWh , 138.19 , MWh , 2 505.90 , 
15-16 , PLN/MWh , 136.10 , MWh , 2 060.20 , 
16-17 , PLN/MWh , 135.76 , MWh , 1 953.90 , 
17-18 , PLN/MWh , 138.54 , MWh , 1 934.30 , 
18-19 , PLN/MWh , 144.49 , MWh , 2 228.40 , 
19-20 , PLN/MWh , 149.60 , MWh , 2 687.20 , 
20-21 , PLN/MWh , 152.70 , MWh , 3 059.60 , 
21-22 , PLN/MWh , 144.42 , MWh , 2 844.40 , 
22-23 , PLN/MWh , 136.58 , MWh , 2 915.70 , 
23-24 , PLN/MWh , 129.79 , MWh , 2 919.40 , 
0-1 , PLN/MWh , 129.14 , MWh , 2 258.30 , 
1-2 , PLN/MWh , 130.50 , MWh , 1 963.40 , 
2-3 , PLN/MWh , 128.71 , MWh , 1 917.60 , 
3-4 , PLN/MWh , 128.56 , MWh , 1 926.80 , 
4-5 , PLN/MWh , 132.13 , MWh , 1 947.60 , 
5-6 , PLN/MWh , 134.43 , MWh , 1 942.60 , 
6-7 , PLN/MWh , 143.56 , MWh , 2 240.40 , 
7-8 , PLN/MWh , 172.67 , MWh , 2 149.10 , 
8-9 , PLN/MWh , 191.23 , MWh , 1 856.80 , 
9-10 , PLN/MWh , 221.16 , MWh , 1 848.50 , 
10-11 , PLN/MWh , 195.85 , MWh , 1 904.90 , 
11-12 , PLN/MWh , 300.42 , MWh , 1 774.50 , 
12-13 , PLN/MWh , 299.55 , MWh , 1 756.00 , 
13-14 , PLN/MWh , 249.81 , MWh , 1 690.40 , 
14-15 , PLN/MWh , 193.37 , MWh , 2 014.50 , 
15-16 , PLN/MWh , 189.30 , MWh , 1 900.80 , 
16-17 , PLN/MWh , 177.92 , MWh , 1 908.10 , 
17-18 , PLN/MWh , 177.48 , MWh , 1 764.30 , 
18-19 , PLN/MWh , 182.43 , MWh , 1 592.20 , 
19-20 , PLN/MWh , 227.06 , MWh , 2 244.60 , 
20-21 , PLN/MWh , 259.77 , MWh , 1 940.00 , 
21-22 , PLN/MWh , 170.89 , MWh , 2 248.00 , 
22-23 , PLN/MWh , 143.09 , MWh , 2 682.00 , 
23-24 , PLN/MWh , 141.01 , MWh , 2 316.60 , 
0-1 , PLN/MWh , 124.41 , MWh , 1 920.80 , 
1-2 , PLN/MWh , 123.32 , MWh , 1 969.00 , 
2-3 , PLN/MWh , 125.75 , MWh , 1 719.30 , 
3-4 , PLN/MWh , 126.05 , MWh , 1 635.20 , 
4-5 , PLN/MWh , 125.16 , MWh , 1 804.40 , 
5-6 , PLN/MWh , 129.71 , MWh , 2 145.80 , 
6-7 , PLN/MWh , 140.69 , MWh , 2 297.70 , 
7-8 , PLN/MWh , 175.65 , MWh , 2 489.30 , 
8-9 , PLN/MWh , 187.31 , MWh , 2 083.40 , 
9-10 , PLN/MWh , 200.93 , MWh , 2 097.70 , 
10-11 , PLN/MWh , 200.53 , MWh , 2 178.20 , 
11-12 , PLN/MWh , 223.08 , MWh , 2 036.90 , 
12-13 , PLN/MWh , 217.40 , MWh , 2 103.40 , 
13-14 , PLN/MWh , 209.60 , MWh , 2 181.30 , 
14-15 , PLN/MWh , 194.91 , MWh , 2 144.50 , 
15-16 , PLN/MWh , 188.82 , MWh , 2 153.40 , 
16-17 , PLN/MWh , 184.45 , MWh , 2 156.60 , 
17-18 , PLN/MWh , 182.52 , MWh , 2 170.50 , 
18-19 , PLN/MWh , 178.10 , MWh , 2 197.70 , 
19-20 , PLN/MWh , 220.46 , MWh , 2 301.20 , 
20-21 , PLN/MWh , 263.82 , MWh , 2 263.00 , 
21-22 , PLN/MWh , 174.12 , MWh , 2 497.50 , 
22-23 , PLN/MWh , 139.70 , MWh , 2 512.80 , 
23-24 , PLN/MWh , 132.82 , MWh , 2 102.90 , 
0-1 , PLN/MWh , 125.89 , MWh , 2 016.40 , 
1-2 , PLN/MWh , 124.77 , MWh , 1 740.50 , 
2-3 , PLN/MWh , 125.26 , MWh , 1 710.80 , 
3-4 , PLN/MWh , 124.10 , MWh , 1 488.30 , 
4-5 , PLN/MWh , 123.40 , MWh , 1 490.90 , 
5-6 , PLN/MWh , 129.73 , MWh , 1 723.80 , 
6-7 , PLN/MWh , 141.01 , MWh , 2 209.00 , 
7-8 , PLN/MWh , 165.91 , MWh , 2 537.70 , 
8-9 , PLN/MWh , 178.91 , MWh , 2 387.70 , 
9-10 , PLN/MWh , 183.23 , MWh , 2 527.10 , 
10-11 , PLN/MWh , 174.53 , MWh , 2 675.40 , 
11-12 , PLN/MWh , 166.04 , MWh , 2 822.10 , 
12-13 , PLN/MWh , 160.08 , MWh , 2 815.60 , 
13-14 , PLN/MWh , 156.86 , MWh , 3 072.40 , 
14-15 , PLN/MWh , 152.09 , MWh , 3 368.00 , 
15-16 , PLN/MWh , 149.82 , MWh , 3 482.30 , 
16-17 , PLN/MWh , 147.88 , MWh , 3 221.70 , 
17-18 , PLN/MWh , 148.59 , MWh , 3 386.60 , 
18-19 , PLN/MWh , 149.62 , MWh , 3 351.70 , 
19-20 , PLN/MWh , 157.59 , MWh , 2 890.80 , 
20-21 , PLN/MWh , 156.40 , MWh , 3 159.20 , 
21-22 , PLN/MWh , 141.05 , MWh , 3 768.60 , 
22-23 , PLN/MWh , 128.93 , MWh , 2 135.80 , 
23-24 , PLN/MWh , 117.15 , MWh , 2 313.10 , 
0-1 , PLN/MWh , 107.18 , MWh , 2 911.70 , 
1-2 , PLN/MWh , 94.60 , MWh , 2 919.40 , 
2-3 , PLN/MWh , 91.77 , MWh , 3 048.10 , 
3-4 , PLN/MWh , 91.77 , MWh , 3 050.50 , 
4-5 , PLN/MWh , 94.51 , MWh , 2 928.90 , 
5-6 , PLN/MWh , 110.19 , MWh , 2 854.10 , 
6-7 , PLN/MWh , 135.14 , MWh , 2 485.50 , 
7-8 , PLN/MWh , 150.70 , MWh , 3 649.90 , 
8-9 , PLN/MWh , 160.45 , MWh , 3 421.60 , 
9-10 , PLN/MWh , 159.94 , MWh , 3 645.60 , 
10-11 , PLN/MWh , 157.07 , MWh , 3 514.70 , 
11-12 , PLN/MWh , 160.30 , MWh , 3 347.30 , 
12-13 , PLN/MWh , 159.98 , MWh , 3 179.20 , 
13-14 , PLN/MWh , 157.63 , MWh , 2 932.20 , 
14-15 , PLN/MWh , 156.07 , MWh , 3 206.70 , 
15-16 , PLN/MWh , 154.52 , MWh , 3 298.00 , 
16-17 , PLN/MWh , 154.36 , MWh , 3 258.30 , 
17-18 , PLN/MWh , 155.35 , MWh , 3 319.20 , 
18-19 , PLN/MWh , 158.90 , MWh , 3 360.80 , 
19-20 , PLN/MWh , 170.47 , MWh , 2 696.70 , 
20-21 , PLN/MWh , 176.07 , MWh , 3 185.30 , 
21-22 , PLN/MWh , 151.42 , MWh , 3 195.80 , 
22-23 , PLN/MWh , 138.82 , MWh , 2 277.00 , 
23-24 , PLN/MWh , 132.19 , MWh , 2 012.30 , 
0-1 , PLN/MWh , 123.11 , MWh , 1 947.90 , 
1-2 , PLN/MWh , 119.58 , MWh , 2 181.50 , 
2-3 , PLN/MWh , 118.14 , MWh , 2 166.00 , 
3-4 , PLN/MWh , 118.37 , MWh , 2 177.90 , 
4-5 , PLN/MWh , 121.22 , MWh , 2 256.30 , 
5-6 , PLN/MWh , 128.95 , MWh , 2 233.00 , 
6-7 , PLN/MWh , 140.97 , MWh , 2 597.70 , 
7-8 , PLN/MWh , 162.30 , MWh , 3 463.20 , 
8-9 , PLN/MWh , 177.61 , MWh , 2 917.00 , 
9-10 , PLN/MWh , 177.06 , MWh , 2 823.50 , 
10-11 , PLN/MWh , 174.28 , MWh , 2 878.90 , 
11-12 , PLN/MWh , 177.12 , MWh , 2 572.80 , 
12-13 , PLN/MWh , 176.49 , MWh , 2 586.30 , 
13-14 , PLN/MWh , 172.74 , MWh , 2 338.30 , 
14-15 , PLN/MWh , 170.30 , MWh , 2 415.10 , 
15-16 , PLN/MWh , 167.49 , MWh , 2 685.90 , 
16-17 , PLN/MWh , 170.03 , MWh , 2 356.60 , 
17-18 , PLN/MWh , 178.67 , MWh , 2 186.90 , 
18-19 , PLN/MWh , 187.25 , MWh , 2 053.00 , 
19-20 , PLN/MWh , 255.84 , MWh , 2 327.50 , 
20-21 , PLN/MWh , 257.52 , MWh , 2 282.30 , 
21-22 , PLN/MWh , 184.39 , MWh , 2 178.90 , 
22-23 , PLN/MWh , 160.93 , MWh , 2 536.90 , 
23-24 , PLN/MWh , 141.56 , MWh , 2 263.00 , 
0-1 , PLN/MWh , 152.92 , MWh , 2 464.00 , 
1-2 , PLN/MWh , 148.48 , MWh , 2 527.60 , 
2-3 , PLN/MWh , 148.43 , MWh , 2 506.70 , 
3-4 , PLN/MWh , 148.40 , MWh , 2 493.90 , 
4-5 , PLN/MWh , 148.16 , MWh , 2 541.00 , 
5-6 , PLN/MWh , 148.25 , MWh , 2 643.60 , 
6-7 , PLN/MWh , 154.75 , MWh , 2 395.30 , 
7-8 , PLN/MWh , 170.51 , MWh , 2 838.50 , 
8-9 , PLN/MWh , 192.14 , MWh , 3 134.70 , 
9-10 , PLN/MWh , 696.55 , MWh , 3 452.60 , 
10-11 , PLN/MWh , 807.07 , MWh , 3 551.10 , 
11-12 , PLN/MWh , 883.21 , MWh , 3 830.50 , 
12-13 , PLN/MWh , 812.22 , MWh , 3 643.30 , 
13-14 , PLN/MWh , 806.93 , MWh , 3 561.10 , 
14-15 , PLN/MWh , 190.31 , MWh , 3 387.90 , 
15-16 , PLN/MWh , 177.63 , MWh , 3 237.60 , 
16-17 , PLN/MWh , 174.95 , MWh , 3 217.10 , 
17-18 , PLN/MWh , 177.50 , MWh , 2 897.60 , 
18-19 , PLN/MWh , 179.78 , MWh , 2 864.40 , 
19-20 , PLN/MWh , 305.20 , MWh , 3 616.90 , 
20-21 , PLN/MWh , 269.91 , MWh , 3 616.00 , 
21-22 , PLN/MWh , 186.69 , MWh , 3 231.00 , 
22-23 , PLN/MWh , 167.85 , MWh , 3 881.10 , 
23-24 , PLN/MWh , 161.93 , MWh , 2 981.20 , 
0-1 , PLN/MWh , 147.41 , MWh , 2 479.00 , 
1-2 , PLN/MWh , 143.77 , MWh , 2 829.10 , 
2-3 , PLN/MWh , 140.53 , MWh , 2 930.20 , 
3-4 , PLN/MWh , 138.66 , MWh , 2 808.30 , 
4-5 , PLN/MWh , 139.05 , MWh , 2 779.80 , 
5-6 , PLN/MWh , 139.49 , MWh , 2 821.90 , 
6-7 , PLN/MWh , 141.38 , MWh , 2 675.00 , 
7-8 , PLN/MWh , 144.75 , MWh , 2 715.20 , 
8-9 , PLN/MWh , 152.28 , MWh , 2 267.70 , 
9-10 , PLN/MWh , 162.03 , MWh , 2 873.50 , 
10-11 , PLN/MWh , 185.49 , MWh , 2 502.60 , 
11-12 , PLN/MWh , 203.30 , MWh , 2 585.40 , 
12-13 , PLN/MWh , 202.79 , MWh , 2 534.50 , 
13-14 , PLN/MWh , 229.09 , MWh , 2 964.50 , 
14-15 , PLN/MWh , 162.15 , MWh , 3 016.20 , 
15-16 , PLN/MWh , 157.78 , MWh , 2 751.00 , 
16-17 , PLN/MWh , 155.41 , MWh , 2 350.30 , 
17-18 , PLN/MWh , 156.28 , MWh , 2 120.20 , 
18-19 , PLN/MWh , 175.13 , MWh , 2 654.60 , 
19-20 , PLN/MWh , 200.92 , MWh , 2 617.00 , 
20-21 , PLN/MWh , 190.45 , MWh , 2 544.90 , 
21-22 , PLN/MWh , 171.79 , MWh , 2 973.20 , 
22-23 , PLN/MWh , 158.26 , MWh , 2 603.30 , 
23-24 , PLN/MWh , 148.94 , MWh , 2 386.90 , 
0-1 , PLN/MWh , 137.78 , MWh , 2 464.90 , 
1-2 , PLN/MWh , 133.62 , MWh , 2 524.90 , 
2-3 , PLN/MWh , 131.51 , MWh , 2 755.00 , 
3-4 , PLN/MWh , 128.81 , MWh , 2 764.20 , 
4-5 , PLN/MWh , 131.68 , MWh , 2 890.00 , 
5-6 , PLN/MWh , 136.04 , MWh , 2 787.80 , 
6-7 , PLN/MWh , 149.85 , MWh , 2 266.70 , 
7-8 , PLN/MWh , 175.47 , MWh , 2 338.60 , 
8-9 , PLN/MWh , 191.82 , MWh , 2 167.70 , 
9-10 , PLN/MWh , 191.98 , MWh , 1 913.90 , 
10-11 , PLN/MWh , 191.98 , MWh , 1 877.30 , 
11-12 , PLN/MWh , 193.46 , MWh , 1 842.70 , 
12-13 , PLN/MWh , 191.87 , MWh , 1 906.40 , 
13-14 , PLN/MWh , 187.02 , MWh , 1 998.10 , 
14-15 , PLN/MWh , 192.14 , MWh , 1 934.50 , 
15-16 , PLN/MWh , 185.13 , MWh , 1 985.70 , 
16-17 , PLN/MWh , 188.95 , MWh , 1 809.10 , 
17-18 , PLN/MWh , 196.91 , MWh , 1 677.90 , 
18-19 , PLN/MWh , 206.78 , MWh , 2 248.40 , 
19-20 , PLN/MWh , 250.89 , MWh , 2 546.60 , 
20-21 , PLN/MWh , 269.76 , MWh , 2 854.20 , 
21-22 , PLN/MWh , 197.06 , MWh , 2 709.80 , 
22-23 , PLN/MWh , 169.09 , MWh , 3 832.10 , 
23-24 , PLN/MWh , 151.99 , MWh , 3 251.30 , 
0-1 , PLN/MWh , 144.95 , MWh , 2 959.10 , 
1-2 , PLN/MWh , 140.12 , MWh , 2 886.60 , 
2-3 , PLN/MWh , 138.18 , MWh , 2 235.10 , 
3-4 , PLN/MWh , 138.86 , MWh , 2 129.90 , 
4-5 , PLN/MWh , 138.14 , MWh , 2 514.10 , 
5-6 , PLN/MWh , 143.84 , MWh , 2 843.40 , 
6-7 , PLN/MWh , 168.21 , MWh , 3 315.00 , 
7-8 , PLN/MWh , 197.53 , MWh , 1 915.10 , 
8-9 , PLN/MWh , 212.73 , MWh , 2 363.40 , 
9-10 , PLN/MWh , 222.55 , MWh , 2 516.60 , 
10-11 , PLN/MWh , 223.71 , MWh , 2 470.90 , 
11-12 , PLN/MWh , 222.82 , MWh , 2 442.20 , 
12-13 , PLN/MWh , 212.04 , MWh , 2 530.00 , 
13-14 , PLN/MWh , 203.65 , MWh , 2 624.50 , 
14-15 , PLN/MWh , 195.98 , MWh , 2 857.80 , 
15-16 , PLN/MWh , 197.17 , MWh , 2 631.70 , 
16-17 , PLN/MWh , 199.57 , MWh , 2 301.30 , 
17-18 , PLN/MWh , 199.59 , MWh , 2 419.20 , 
18-19 , PLN/MWh , 203.71 , MWh , 2 326.80 , 
19-20 , PLN/MWh , 252.69 , MWh , 2 688.50 , 
20-21 , PLN/MWh , 215.25 , MWh , 3 122.10 , 
21-22 , PLN/MWh , 188.60 , MWh , 2 498.30 , 
22-23 , PLN/MWh , 162.62 , MWh , 3 539.30 , 
23-24 , PLN/MWh , 146.56 , MWh , 3 033.20 , 
0-1 , PLN/MWh , 138.76 , MWh , 3 430.70 , 
1-2 , PLN/MWh , 137.17 , MWh , 2 913.90 , 
2-3 , PLN/MWh , 135.34 , MWh , 2 970.70 , 
3-4 , PLN/MWh , 135.46 , MWh , 2 962.00 , 
4-5 , PLN/MWh , 137.48 , MWh , 2 779.60 , 
5-6 , PLN/MWh , 141.05 , MWh , 2 864.30 , 
6-7 , PLN/MWh , 165.50 , MWh , 3 252.50 , 
7-8 , PLN/MWh , 193.58 , MWh , 1 832.40 , 
8-9 , PLN/MWh , 207.84 , MWh , 2 209.90 , 
9-10 , PLN/MWh , 213.85 , MWh , 2 472.00 , 
10-11 , PLN/MWh , 210.06 , MWh , 2 712.00 , 
11-12 , PLN/MWh , 212.53 , MWh , 2 775.10 , 
12-13 , PLN/MWh , 207.09 , MWh , 2 692.60 , 
13-14 , PLN/MWh , 198.81 , MWh , 2 764.90 , 
14-15 , PLN/MWh , 189.99 , MWh , 2 843.30 , 
15-16 , PLN/MWh , 188.71 , MWh , 2 309.80 , 
16-17 , PLN/MWh , 189.84 , MWh , 1 958.70 , 
17-18 , PLN/MWh , 191.04 , MWh , 1 807.00 , 
18-19 , PLN/MWh , 198.06 , MWh , 2 142.80 , 
19-20 , PLN/MWh , 263.46 , MWh , 2 852.50 , 
20-21 , PLN/MWh , 221.09 , MWh , 3 070.60 , 
21-22 , PLN/MWh , 181.69 , MWh , 2 573.90 , 
22-23 , PLN/MWh , 162.97 , MWh , 4 065.60 , 
23-24 , PLN/MWh , 147.58 , MWh , 3 495.70 , 
0-1 , PLN/MWh , 141.20 , MWh , 2 974.40 , 
1-2 , PLN/MWh , 138.42 , MWh , 2 862.10 , 
2-3 , PLN/MWh , 137.63 , MWh , 2 258.10 , 
3-4 , PLN/MWh , 137.52 , MWh , 2 161.20 , 
4-5 , PLN/MWh , 136.93 , MWh , 2 229.70 , 
5-6 , PLN/MWh , 143.02 , MWh , 2 567.50 , 
6-7 , PLN/MWh , 164.46 , MWh , 3 454.60 , 
7-8 , PLN/MWh , 191.34 , MWh , 1 875.20 , 
8-9 , PLN/MWh , 205.49 , MWh , 2 178.30 , 
9-10 , PLN/MWh , 202.20 , MWh , 2 387.10 , 
10-11 , PLN/MWh , 197.18 , MWh , 2 334.30 , 
11-12 , PLN/MWh , 199.11 , MWh , 2 526.90 , 
12-13 , PLN/MWh , 194.59 , MWh , 2 331.30 , 
13-14 , PLN/MWh , 187.42 , MWh , 2 162.70 , 
14-15 , PLN/MWh , 179.47 , MWh , 2 173.90 , 
15-16 , PLN/MWh , 174.80 , MWh , 2 360.40 , 
16-17 , PLN/MWh , 179.03 , MWh , 2 246.00 , 
17-18 , PLN/MWh , 182.74 , MWh , 2 239.30 , 
18-19 , PLN/MWh , 185.93 , MWh , 1 992.50 , 
19-20 , PLN/MWh , 209.26 , MWh , 3 047.10 , 
20-21 , PLN/MWh , 198.04 , MWh , 2 750.90 , 
21-22 , PLN/MWh , 174.04 , MWh , 3 045.30 , 
22-23 , PLN/MWh , 158.75 , MWh , 3 830.90 , 
23-24 , PLN/MWh , 143.07 , MWh , 3 441.20 , 
0-1 , PLN/MWh , 140.87 , MWh , 2 798.00 , 
1-2 , PLN/MWh , 138.47 , MWh , 2 619.10 , 
2-3 , PLN/MWh , 136.09 , MWh , 2 324.30 , 
3-4 , PLN/MWh , 135.13 , MWh , 2 414.10 , 
4-5 , PLN/MWh , 137.71 , MWh , 2 621.60 , 
5-6 , PLN/MWh , 143.94 , MWh , 2 255.90 , 
